timestamp,availablememory,batterylevel,cpuload,device_id,episodeid,exp_name,network_profile,roundtriptime,sensor_data,totalmemory,type
1557137183987,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,993,,,ESP32
1557142076645,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1974,,,ESP32
1557142012949,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,2122,,,ESP32
1557137083511,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,553,,,ESP32
1557141596797,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1619,,,ESP32
1557137144234,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,905,,,ESP32
1557136756962,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,288,,,ESP32
1557141805526,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1010,,,ESP32
1557135656969,,,,Device4,EP001-1557135590926,Shams_run1,2G-DevelopingRural,477,,,ESP32
1557141207167,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,589,,,ESP32
1557136721237,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,127,,,ESP32
1557137175876,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,1411,,,ESP32
1557136730435,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,237,,,ESP32
1557142102962,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1659,,,ESP32
1557136762897,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,171,,,ESP32
1557139156010,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,589,,,ESP32
1557137091504,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,630,,,ESP32
1557139217887,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,400,,,ESP32
1557142105009,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1975,,,ESP32
1557139598346,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,1892,,,ESP32
1557140771326,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,2018,,,ESP32
1557141333426,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,799,,,ESP32
1557141525117,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1619,,,ESP32
1557142022779,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,2017,,,ESP32
1557142124288,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1597,,,ESP32
1557136772241,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,209,,,ESP32
1557139453858,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,715,,,ESP32
1557139626199,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,2017,,,ESP32
1557141754601,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1198,,,ESP32
1557141206661,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,799,,,ESP32
1557136715081,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,304,,,ESP32
1557139499836,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,758,,,ESP32
1557140814951,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,1598,,,ESP32
1557136772238,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,190,,,ESP32
1557137078909,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,773,,,ESP32
1557142092112,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1744,,,ESP32
1557139153006,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,988,,,ESP32
1557141272395,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,778,,,ESP32
1557139498915,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,842,,,ESP32
1557141022026,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,2038,,,ESP32
1557135634344,,,,Device4,EP001-1557135590926,Shams_run1,2G-DevelopingRural,9,,,ESP32
1557139574793,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,2038,,,ESP32
1557141244344,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,799,,,ESP32
1557141853544,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1198,,,ESP32
1557141000146,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,1596,,,ESP32
1557139453039,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,400,,,ESP32
1557141251915,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,694,,,ESP32
1557141327748,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,1009,,,ESP32
1557136946634,,,,Device4,EP001-1557136883910,Shams_run1,2G-DevelopingRural,3864,,,ESP32
1557141268726,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,379,,,ESP32
1557141260110,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,715,,,ESP32
1557136745700,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,377,,,ESP32
1557141305676,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,631,,,ESP32
1557142061813,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,3025,,,ESP32
1557139229709,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557135666586,,,,Device4,EP001-1557135590926,Shams_run1,2G-DevelopingRural,10,,,ESP32
1557141482983,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1619,,,ESP32
1557139515708,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,799,,,ESP32
1557139465225,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,590,,,ESP32
1557139590783,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,3656,,,ESP32
1557139151261,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557136921409,,,,Device4,EP001-1557136883910,Shams_run1,2G-DevelopingRural,2027,,,ESP32
1557137100203,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,1103,,,ESP32
1557136752859,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,244,,,ESP32
1557137177619,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,795,,,ESP32
1557139197156,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557141057408,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,2122,,,ESP32
1557137118846,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,564,,,ESP32
1557137126950,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,993,,,ESP32
1557139179026,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,778,,,ESP32
1557141227545,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,778,,,ESP32
1557139486627,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,590,,,ESP32
1557141073640,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,2017,,,ESP32
1557142122666,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1639,,,ESP32
1557136788088,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,336,,,ESP32
1557136774579,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,146,,,ESP32
1557139174519,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,213,,,ESP32
1557141541707,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1661,,,ESP32
1557137111912,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,807,,,ESP32
1557139218328,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,295,,,ESP32
1557140793676,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,1598,,,ESP32
1557141303730,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,862,,,ESP32
1557137196380,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,597,,,ESP32
1557137107087,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,1631,,,ESP32
1557141495011,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1493,,,ESP32
1557139568035,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,1619,,,ESP32
1557141866042,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1198,,,ESP32
1557139455906,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,694,,,ESP32
1557141320933,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,778,,,ESP32
1557136925507,,,,Device4,EP001-1557136883910,Shams_run1,2G-DevelopingRural,2049,,,ESP32
1557141763326,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1197,,,ESP32
1557141245782,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,778,,,ESP32
1557140842394,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,1618,,,ESP32
1557139132715,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,568,,,ESP32
1557137142107,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,795,,,ESP32
1557135481558,,,,Device4,EP001-1557135448085,Shams_run1,2G-DevelopingRural,1423,,,ESP32
1557137135465,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,1213,,,ESP32
1557139157309,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,694,,,ESP32
1557136755933,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,281,,,ESP32
1557136748764,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,193,,,ESP32
1557139494205,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,779,,,ESP32
1557139611890,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,1808,,,ESP32
1557141516208,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,3466,,,ESP32
1557139221837,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,421,,,ESP32
1557139510078,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,821,,,ESP32
1557139111713,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,905,,,ESP32
1557141082955,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,1828,,,ESP32
1557141537405,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1598,,,ESP32
1557141851287,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1177,,,ESP32
1557139199042,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,589,,,ESP32
1557141329641,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,589,,,ESP32
1557136795076,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,300,,,ESP32
1557139113059,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,590,,,ESP32
1557137153865,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,806,,,ESP32
1557141595158,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1408,,,ESP32
1557139191113,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,379,,,ESP32
1557142074640,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,2060,,,ESP32
1557139630578,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,2606,,,ESP32
1557139188655,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,778,,,ESP32
1557137178949,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,597,,,ESP32
1557141817367,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1219,,,ESP32
1557135487295,,,,Device4,EP001-1557135448085,Shams_run1,2G-DevelopingRural,1126,,,ESP32
1557137172531,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,751,,,ESP32
1557141233284,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,568,,,ESP32
1557141086743,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,2017,,,ESP32
1557136795078,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,304,,,ESP32
1557137077990,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,850,,,ESP32
1557141264411,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,400,,,ESP32
1557139148693,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557141047217,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,2248,,,ESP32
1557139139785,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,883,,,ESP32
1557136785838,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,370,,,ESP32
1557139622409,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,1619,,,ESP32
1557141208805,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,589,,,ESP32
1557139189479,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557136788086,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,322,,,ESP32
1557139219788,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,547,,,ESP32
1557142086473,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1618,,,ESP32
1557139511510,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,905,,,ESP32
1557139164162,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557141783457,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1239,,,ESP32
1557141790131,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1199,,,ESP32
1557140811570,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,3866,,,ESP32
1557139234027,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,1072,,,ESP32
1557136739135,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,202,,,ESP32
1557139202686,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,589,,,ESP32
1557137079733,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,795,,,ESP32
1557140751664,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,2018,,,ESP32
1557137112985,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,289,,,ESP32
1557137198403,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,619,,,ESP32
1557141487433,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1535,,,ESP32
1557139466510,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,590,,,ESP32
1557141529657,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1599,,,ESP32
1557141226111,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,883,,,ESP32
1557141003427,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,1618,,,ESP32
1557139211801,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557139152177,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557141302808,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,568,,,ESP32
1557141075684,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,2122,,,ESP32
1557139220596,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557141030222,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,2122,,,ESP32
1557141852320,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1009,,,ESP32
1557141005132,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,1617,,,ESP32
1557141588195,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,3865,,,ESP32
1557136726031,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,292,,,ESP32
1557139239231,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,547,,,ESP32
1557141561583,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1409,,,ESP32
1557139606128,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,1619,,,ESP32
1557139620703,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,1619,,,ESP32
1557141298092,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,610,,,ESP32
1557141215052,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,799,,,ESP32
1557141558533,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1409,,,ESP32
1557141224370,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,778,,,ESP32
1557139169193,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,589,,,ESP32
1557139578701,,,,Device4,EP001-1557139540198,Shams_run1,2G-DevelopingRural,1640,,,ESP32
1557139497584,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,611,,,ESP32
1557140761701,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,1829,,,ESP32
1557141844971,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1200,,,ESP32
1557139489699,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,610,,,ESP32
1557141590960,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1430,,,ESP32
1557141275775,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,379,,,ESP32
1557141804669,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1409,,,ESP32
1557140806155,,,,Device4,EP001-1557140681172,Shams_run1,2G-DevelopingRural,1933,,,ESP32
1557135720994,,,,Device4,EP001-1557135590926,Shams_run1,2G-DevelopingRural,10,,,ESP32
1557139235761,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,988,,,ESP32
1557136909942,,,,Device4,EP001-1557136883910,Shams_run1,2G-DevelopingRural,2038,,,ESP32
1557137160721,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,795,,,ESP32
1557136759000,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,314,,,ESP32
1557139136715,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557139461641,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,590,,,ESP32
1557139486117,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,779,,,ESP32
1557135499199,,,,Device4,EP001-1557135448085,Shams_run1,2G-DevelopingRural,1170,,,ESP32
1557139512022,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,464,,,ESP32
1557139185581,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,799,,,ESP32
1557139483759,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,422,,,ESP32
1557142032712,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,2227,,,ESP32
1557136773045,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,84,,,ESP32
1557139212816,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,379,,,ESP32
1557141825599,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,988,,,ESP32
1557141015882,,,,Device4,EP001-1557140935126,Shams_run2,2G-DevelopingRural,1912,,,ESP32
1557137103275,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,927,,,ESP32
1557141317751,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,778,,,ESP32
1557141320011,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,589,,,ESP32
1557142010799,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,2017,,,ESP32
1557139186503,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,841,,,ESP32
1557141520406,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1409,,,ESP32
1557137149259,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,630,,,ESP32
1557141810842,,,,Device4,EP001-1557141716413,Shams_run2,Edge-Good,1408,,,ESP32
1557136751836,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,238,,,ESP32
1557141236045,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,506,,,ESP32
1557142072657,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,1639,,,ESP32
1557136783781,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,289,,,ESP32
1557136764127,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,182,,,ESP32
1557139484681,,,,Device4,EP001-1557139431676,Shams_run1,3G-Good,736,,,ESP32
1557137155908,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,828,,,ESP32
1557141540070,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1199,,,ESP32
1557137167479,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,619,,,ESP32
1557141273932,,,,Device4,EP001-1557141184603,Shams_run2,3G-Good,799,,,ESP32
1557141493375,,,,Device4,EP001-1557141442385,Shams_run2,Edge-Lossy,1409,,,ESP32
1557137128567,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,795,,,ESP32
1557135731630,,,,Device4,EP001-1557135590926,Shams_run1,2G-DevelopingRural,9,,,ESP32
1557142090364,,,,Device4,EP001-1557141973418,Shams_run2,2G-DevelopingUrban,2100,,,ESP32
1557139142614,,,,Device4,EP001-1557139080466,Shams_run1,3G-Good,1640,,,ESP32
1557136749785,,,,Device4,EP001-1557136686103,Shams_run1,2G-DevelopingRural,201,,,ESP32
1557137202639,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,608,,,ESP32
1557137129488,,,,Device4,EP001-1557137055754,Shams_run1,3G-Good,806,,,ESP32
